"Semana_anual";"Rubro1";"Rubro10";"Rubro11";"Rubro12";"Rubro13";"Rubro14";"Rubro15";"Rubro16";"Rubro17";"Rubro18";"Rubro19";"Rubro2";"Rubro20";"Rubro21";"Rubro22";"Rubro23";"Rubro24";"Rubro25";"Rubro26";"Rubro27";"Rubro28";"Rubro29";"Rubro3";"Rubro30";"Rubro31";"Rubro32";"Rubro33";"Rubro34";"Rubro35";"Rubro36";"Rubro37";"Rubro38";"Rubro39";"Rubro4";"Rubro40";"Rubro41";"Rubro42";"Rubro43";"Rubro44";"Rubro45";"Rubro46";"Rubro47";"Rubro48";"Rubro49";"Rubro5";"Rubro50";"Rubro51";"Rubro52";"Rubro53";"Rubro54";"Rubro55";"Rubro56";"Rubro57";"Rubro58";"Rubro59";"Rubro6";"Rubro60";"Rubro61";"Rubro62";"Rubro63";"Rubro64";"Rubro65";"Rubro66";"Rubro67";"Rubro68";"Rubro69";"Rubro7";"Rubro70";"Rubro71";"Rubro72";"Rubro73";"Rubro74";"Rubro75";"Rubro76";"Rubro8";"Rubro9"
0.0120209999999909;0;0.018542199488491;0.0284724964868613;0.009783728115345;0.0141941391941392;0.0192588269623577;0.0056866048862679;0.0202461937155815;0.0133363471971067;0.0124881740775781;0.0186585169695995;0.0374707259953162;0.0158480868075386;0.0149101567478017;0;0.0149452500739864;0.0187662001036807;0.0178077136002953;0.0135186450975925;0.016439205955335;0.0181830247528038;0.0212158054711246;0.0199637023593466;0.0244143033292232;0.0198615712314342;0.0140910678933271;0.0108237803252466;0.0172265288544358;0.026954201131611;0.0107676037307021;0.0176924993770247;0.020072799399428;0.0200655474550197;0.00806451612903226;0.018776404318573;0.0197718631178707;0.0151982078849078;0.019958626458156;0.0206911054744606;0.0205503752442964;0.0119364278558258;0.0116258710648878;0.0186336955164231;0.0181925783048024;0;0.0154157416307522;0.0155358978578619;0.024614143044487;0.0249161810766662;0.0173153296266878;0.0187482356067022;0.0193458569129798;0.0128843582887701;0.0185636313176478;0.0150948999034916;0.0241064006650042;0.022615984425147;0.0216662569557736;0.0177114605537761;0.0185856541981658;0.0176289690166833;0.0251503933364183;0.0231402531419592;0.014670685163365;0.0210784413103661;0.0188305951029229;0.136265918915761;0.00977216283338732;0.0194516469797369;0.0165635915936552;0.0219037835390803;0.0198074795613435;0.0209504491027054;0.0226856698355815;0.00835073068893528;0.0168311085316309
0.0120219999999909;0;0.0179028132992327;0.0229616907152107;0.00926879505664264;0.0347985347985348;0.0227604318646046;0.0113732097725358;0.0238095238095238;0.0187613019891501;0.0168401135288553;0.02348399549622;0.0257611241217799;0.0207024557395774;0.0161845291194087;0;0.0217519976324356;0.0258164852255054;0.0231592544749954;0.0156451735399104;0.0196029776674938;0.020572035304267;0.0209118541033435;0.0127041742286751;0.0226387176325524;0.0221568971568972;0.0175264935367416;0.0108237803252466;0.0265370575448095;0.0252996252098928;0.017064116244907;0.0207539781424656;0.0257914363220184;0.0151160457494482;0.00161290322580645;0.0214363949303708;0.0202471482889734;0.0182710695884137;0.0214640328230865;0.024242984615853;0.0262917527581028;0.0111288047130912;0.0135868613649893;0.0237791932059448;0.02463669640313;0;0.0183961465885657;0.0186171315481826;0.0221594539157335;0.0293972840595146;0.02972597299444;0.0241452033411382;0.023865916939377;0.0206216577540107;0.0211384871565574;0.0216896389596892;0.0249376558603491;0.0286473260391442;0.0218450398909424;0.0216845418122161;0.0235974107485784;0.0267010071499962;0.0237775721116767;0.0254354184227973;0.0171939397800795;0.0251837535506164;0.0242927147420489;0.0743427970557308;0.0142233260147092;0.0247959281667147;0.0231250835098971;0.0227003639022861;0.0211708217235032;0.0231399543433013;0.0286842263119907;0.0160055671537926;0.0168311085316309
0.0220209999999818;0;0.0159846547314578;0.0224381641669039;0.0123583934088568;0.0549450549450549;0.0250948351327692;0.0136899747262005;0.033041788143829;0.0203435804701627;0.0160832544938505;0.032169856844137;0.0234192037470726;0.0261279268989149;0.0194978972855868;0;0.0245634803196212;0.033177812337999;0.0312788337331611;0.024151287309182;0.0239454094292804;0.0264118388745106;0.0220668693009119;0.029038112522686;0.0294944512946979;0.0249396567889719;0.0221264702457203;0.0147693948280459;0.0359706328698577;0.0319929213975154;0.0197855747110507;0.0284432736463636;0.0285931846129519;0.0170222727576751;0.0161290322580645;0.0289782506649977;0.0218631178707224;0.0243891095566553;0.0240379588746305;0.0252296177106842;0.029605542382401;0.0159752422054353;0.0137269321007109;0.0250281004121394;0.0337549043245731;0;0.0276845216714259;0.0278048373894255;0.020141901207169;0.0229399721184366;0.0433677521842732;0.0298576861123566;0.032212961121457;0.0353442513368984;0.0236362515032841;0.0347677612531241;0.027431421446384;0.0302602374104534;0.0286499653608063;0.0263718848699262;0.0348106305445484;0.0421388483124471;0.024841894184791;0.0245955710594948;0.0201932057798463;0.0351626469521576;0.0304594228734366;0.0984110293258558;0.0138333993209277;0.033088447133391;0.0309511538681784;0.0284157191858339;0.0262845024260146;0.0240232364246906;0.0269451286883866;0.0125260960334029;0.0261172373766686
0.0220219999999818;0;0.0230179028132992;0.0358340145301579;0.00875386199794027;0.0283882783882784;0.0280128392179749;0.0172704296545914;0.0275348234531908;0.0293851717902351;0.0170293282876064;0.0242882419173235;0.0327868852459016;0.018275271273558;0.0140180960876768;0;0.0232317253625333;0.0246759979263867;0.0204834840376453;0.0201260727576517;0.0229528535980149;0.0232264914725596;0.0190273556231003;0.0127041742286751;0.0245129469790382;0.0201452564466263;0.0150227087457785;0.0124766728872301;0.0241171403962102;0.0259948143116723;0.0174348305108235;0.0196148232529992;0.0233734891668291;0.0120393284730118;0.0225806451612903;0.0180253481458301;0.0210392902408112;0.0193507237004563;0.0212213180017993;0.0217341176032822;0.0235792689280441;0.0165183152068358;0.0154778162972301;0.0232046958910953;0.0220064441180983;0;0.0197105392889704;0.0212561739015211;0.0176031473822254;0.0192549965869563;0.0335186656076251;0.023032597685116;0.0236248470713024;0.0193850267379679;0.0226032255080329;0.020947266833288;0.0349127182044888;0.0273919696583279;0.0175765973137864;0.0207805542225149;0.0195317988927297;0.0198277850388252;0.0198750578435909;0.0223977293095716;0.0184970567854159;0.023302856035879;0.0258265976544062;0.0869961444093936;0.0148712042136078;0.020930567559781;0.0253202008055126;0.0220735465673045;0.0198717448484487;0.0213263589232925;0.0210457418956599;0.0167014613778706;0.0255368543238537
0.0320209999999727;0;0.0153452685421995;0.022231508950467;0.00514933058702369;0.0283882783882784;0.0291800408520572;0.0101095197978096;0.0220278587625526;0.0203435804701627;0.0141911069063387;0.0247707897699855;0.0491803278688525;0.0238435179897202;0.0192430228112655;0.0178499799438428;0.0150932228469962;0.0261275272161742;0.0250046133973058;0.0168603326498063;0.0215880893300248;0.0205056739000597;0.0285714285714286;0.0181488203266788;0.0241676942046856;0.020077941310818;0.018749272155584;0.0152492668621701;0.022189409786309;0.0197553520510018;0.0181212582111478;0.0215015485386779;0.0198425187179814;0.023041936994181;0.00645161290322581;0.0200594586136755;0.0256970849176172;0.0214546650470009;0.0198621150025909;0.0232845410380169;0.029315055263713;0.0169137431469637;0.0170886297580278;0.0216810290995379;0.0208666681279179;0;0.0202394179124412;0.021935169492431;0.0266653216315276;0.0238199024594224;0.0205917394757744;0.0232816885036284;0.0209128110554642;0.0164939839572193;0.0223102778377378;0.0202791319195269;0.0249376558603491;0.0294462695348502;0.0192191655306501;0.0222313985022823;0.0192413980458833;0.018882140385946;0.0282893722042264;0.0237393831329395;0.0174868767550792;0.0226158216143282;0.019198477590033;0.0264049538497488;0.015651057601171;0.0218476903870162;0.0228101318979175;0.0237624710532272;0.0189169462971719;0.0226004427481204;0.0190502543581448;0.0167014613778706;0.0197330237957052
0.0320219999999727;0;0.0108695652173913;0.0176942788651414;0.0082389289392379;0.0265567765567766;0.0221768310475635;0.0151642796967144;0.0191124068675089;0.0266726943942134;0.0227057710501419;0.0220363519382339;0.0257611241217799;0.0159908623643632;0.017331464253855;0.0102286401925391;0.0174607872151524;0.0220839813374806;0.0244510057206127;0.0153413837624364;0.0198511166253102;0.0193111686243281;0.0291185410334347;0.0163339382940109;0.0215043156596794;0.020367636805993;0.0192150925818097;0.0133297787256732;0.0241991714859932;0.0195471832127132;0.0176665269270213;0.019045245808266;0.0194587175822371;0.0189284997659019;0.00967741935483871;0.0160851196995775;0.0217997465145754;0.0153919919563;0.0192787377220769;0.0213112748483545;0.0246725983983816;0.0143674480366234;0.0157929754526036;0.0225552641438741;0.0149924380246805;0;0.0194135467398713;0.0225246154602402;0.0311039375903696;0.0241298876378552;0.0133439237490071;0.0204918713362892;0.0151422010884305;0.0127840909090909;0.0191186900613648;0.0168518472693079;0.0473815461346633;0.0299211156927754;0.017922989250676;0.0152896666406259;0.0167964102708222;0.0149996155916045;0.0266543267006016;0.021986119879267;0.0172160735925068;0.0179304721165391;0.0175024769714916;0.0488024301904428;0.0132515087163613;0.0183760683760684;0.0248668613640268;0.0201887416642;0.0176178694221174;0.0221640230406574;0.0210554169867509;0.0146137787056367;0.0174114915844457
0.0420209999999636;0;0.0127877237851662;0.0127758847139433;0.0108135942327497;0.0679945054945055;0.0215932302305223;0.0185341196293176;0.032069970845481;0.0235081374321881;0.0298959318826869;0.0249316390542062;0.0421545667447307;0.0255568246716162;0.0226838282146043;0.0144404332129964;0.0239715892275821;0.0374287195438051;0.035338623362244;0.0294676084149768;0.0362282878411911;0.0283363195965227;0.0327051671732523;0.014519056261343;0.0303822441430333;0.0277115979170774;0.029230231745662;0.0156225006664889;0.0388417210122637;0.0395770767750811;0.020800275090773;0.0301164073902673;0.029295540691364;0.0372550331081533;0.0161290322580645;0.0366765764356126;0.0288339670468948;0.0272128203112283;0.0252567032376147;0.0283304645801538;0.0214990965164419;0.0183196315300919;0.0241622019119655;0.0310478331459973;0.0414483922582908;0;0.0325224678653839;0.0322382917607935;0.0322472174585561;0.0296685745363637;0.0337370929308975;0.030007140603464;0.0336744471966588;0.0421624331550802;0.0279996299608375;0.0400138576130262;0.0340814630091438;0.0378986826522702;0.034348671419313;0.0241286564065935;0.0341923577738433;0.0474975013454294;0.0407835878451334;0.0305264036867766;0.0230145051744283;0.0361425157173203;0.0231391849095851;0.112162635821942;0.022105844101309;0.0357101699798329;0.0322825402279104;0.0318632145282329;0.0260871161870487;0.0258523780699607;0.0316689919135589;0.0222686151704941;0.0226349390597795
0.0420219999999636;0.00657894736842105;0.0108695652173913;0.0250006888507215;0.00669412976313079;0.0274725274725275;0.0233440326816458;0.0200084245998315;0.0204081632653061;0.0119801084990958;0.0147587511825922;0.0236448447804407;0.0679156908665105;0.0194174757281553;0.0178412132024978;0.0208584035298837;0.0261911808227286;0.024364955935718;0.0200221443070677;0.0189109136477558;0.0189205955334988;0.022894684451523;0.0228571428571429;0.0108892921960073;0.0278668310727497;0.0194246238766787;0.0204378712006521;0.0138629698747001;0.026496041999918;0.0227671198397402;0.0148991622550514;0.0265209497703891;0.0176932323578132;0.0225068557287138;0.0193548387096774;0.0208105147864184;0.0221166032953105;0.0203750109349583;0.0209803265993614;0.0261034927375347;0.0228320842133085;0.0203268125760058;0.0164933291312113;0.0249032096915199;0.0214146373539662;0;0.0208543619442845;0.0242452933017309;0.0275732203503817;0.0235539565546152;0.0174543288324067;0.0221026586293363;0.0214100176583678;0.0202707219251337;0.022341114434611;0.0206626908515008;0.0440565253532835;0.0290390962141088;0.0229847811026438;0.0165061437675078;0.0212367328967953;0.0220342892288768;0.0300478173685022;0.0236663904847532;0.0189319369137956;0.0214557470992506;0.0197845954508525;0.0459048954317093;0.0155790711346267;0.02149236531259;0.0249002653228731;0.0237189420716313;0.0190454768713822;0.0201692381972744;0.0251334678816001;0.0139178844815588;0.0226349390597795
0.0520209999999545;0.0197368421052632;0.0127877237851662;0.0245001239931299;0.00720906282183316;0.0231227106227106;0.0207178290049606;0.014743049705139;0.0236475542597992;0.0081374321880651;0.0227057710501419;0.020427859096027;0.0351288056206089;0.0181324957167333;0.0166942780680515;0.0190533493782591;0.0186445693992305;0.0181441161223432;0.0199298763609522;0.0165565428723323;0.0254962779156328;0.0222974318136572;0.0263829787234043;0.00725952813067151;0.0294944512946979;0.0188512431663117;0.0231745662047281;0.0159957344708078;0.0237480004921865;0.0216236996989956;0.0148974299453976;0.0293332384037592;0.0176164721306643;0.0301317637616213;0.0290322580645161;0.0173368799874824;0.0241761723700887;0.019323040261686;0.0208820917249469;0.0251168596427035;0.0142402224272321;0.0185718391032123;0.0133067198935462;0.0224553515673785;0.019573460754444;0;0.0172592359220069;0.0232333184440165;0.032633915061031;0.0217630973548003;0.0155281969817315;0.0224181736661187;0.0188185165765668;0.0179144385026738;0.0172839125474113;0.0182747271782435;0.0266001662510391;0.0269068968216492;0.0231635640378126;0.0149102150597636;0.0196535798930201;0.018659183516568;0.0347138670368657;0.0217366923388673;0.0185869361937746;0.0215402185445232;0.0207573016879571;0.023180278069868;0.0143613000755858;0.0205176222030155;0.0195747198839451;0.020693677850713;0.0178060749057825;0.0195524665735219;0.0218487744562115;0.011830201809325;0.0156703424260012
0.0520219999999545;0.00657894736842105;0.00703324808184143;0.0265437144667836;0.00926879505664264;0.0187728937728938;0.0186752261453166;0.0216933445661331;0.0142533203757694;0.0081374321880651;0.0153263954588458;0.0191410648222615;0.0304449648711944;0.0167047401484866;0.0140180960876768;0.00842358604091456;0.0260432080497189;0.0186625194401244;0.0197453404687212;0.0201260727576517;0.0674317617866005;0.0207047581126817;0.0251671732522796;0.00544464609800363;0.0265844636251541;0.0188157825144127;0.0163037149178991;0.0166888829645428;0.0195233993683606;0.0183908333304601;0.0191939909642728;0.0232458794631733;0.0178083726985365;0.0305330747107217;0.0274193548387097;0.0171491159442967;0.0198669201520913;0.0168868976498975;0.020823782720543;0.0232087112372999;0.014624742996414;0.0185464553308484;0.0125713485310082;0.0219308105407768;0.0170308835455801;0;0.0169082852671406;0.021600266725369;0.0298934059652308;0.0201451885062627;0.0121326449563145;0.0214052043375015;0.0186527810422656;0.0155414438502674;0.018964507076999;0.0143154091707703;0.029093931837074;0.0278980008736866;0.0181129461192929;0.0152561856187851;0.0155786002679182;0.0147920350580457;0.0273715872281351;0.0193241917359941;0.0169826380403887;0.0186175065380899;0.0182631831312786;0.00314289052459399;0.0157650361731994;0.0175213675213675;0.0196224398251541;0.0179644107046472;0.0172185065665352;0.0176809784762773;0.0208788465743405;0.0215727209464161;0.0116076610562972
